Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
SNH,19,SAVANNAH,TN,LOC,341928,-1,-1,341928,SO,,2710
SNQ,16L,SEATTLE,WA,GS,23610,24229,20471,16893,NM,1,2710
SNQ,16L,SEATTLE,WA,LOC,10577,9950,6975,19432,NM,1,2710
SNS,31,SALINAS,CA,GS,2525,1444,2015,2934,WP,3,2710
SNS,31,SALINAS,CA,LOC,24584,25636,16534,61875,WP,3,2710
SNU,17R,LOUISVILLE,KY,GS,20472,21714,21452,6722,SO,2,2710
SNU,17R,LOUISVILLE,KY,LOC,4261,2187,5900,6722,SO,2,2710
SOP,05,SO PINES,NC,GS,2712,2483,2434,1395,SO,3,2710
SOP,05,SO PINES,NC,LOC,15751,16180,9290,32839,SO,3,2710
SOR,35,WINFIELD,KS,GS,64776,-1,-1,64776,CE,,2710
SOR,35,WINFIELD,KS,LOC,64776,-1,-1,64776,CE,,2710
SOU,01,GWINN,MI,GS,5367,6056,5893,4326,GL,3,2710
SOU,01,GWINN,MI,LOC,7008,8562,8285,8311,GL,3,2710
SOZ,25,SOMERSET,PA,LOC,420816,-1,-1,420816,EA,X,2710
SPA,05,SPARTANBURG,SC,GS,16079,15195,9017,45228,SO,3,2710
SPA,05,SPARTANBURG,SC,LOC,8255,8498,6997,7638,SO,3,2710
SPI,04,SPRINGFIELD,IL,GS,4310,5181,5212,1299,GL,3,2710
SPI,04,SPRINGFIELD,IL,LOC,5015,5095,4438,5454,GL,3,2710
SPS,33L,WICHITA FALLS,TX,GS,7902,8894,8143,3491,SW,3,2710
SPS,33L,WICHITA FALLS,TX,LOC,10754,11305,10648,3488,SW,3,2710
SPT,08,ALBUQUERQUE,NM,GS,6258,6593,5807,5619,SW,3,2710
SPT,08,ALBUQUERQUE,NM,LOC,5577,4750,10716,5619,SW,3,2710
SPW,12,SPENCER,IA,GS,22600,22620,8449,73376,CE,3,2710
SPW,12,SPENCER,IA,LOC,25143,28054,22518,35647,CE,3,2710
SQI,25,ROCK FALLS,IL,GS,10234,11042,10002,7850,GL,3,2710
SQI,25,ROCK FALLS,IL,LOC,1321,1562,1074,1473,GL,3,2710
SQK,18,CONNERSVILLE,IN,GS,10397,9984,10217,11504,GL,3,2710
SQK,18,CONNERSVILLE,IN,LOC,14290,15324,15858,584,GL,3,2710
SRB,04,SPARTA,TN,GS,180816,-1,-1,180816,SO,X,2710
SRB,04,SPARTA,TN,LOC,353616,-1,-1,353616,SO,X,2710
SRQ,32,SARASOTA,FL,GS,4874,2641,4366,11858,SO,3,2710
SRQ,32,SARASOTA,FL,LOC,1496,1869,251,6226,SO,3,2710
SRR,24,RUIDOSO,NM,GS,5379,6003,4263,12096,SW,3,2710
SRR,24,RUIDOSO,NM,LOC,4029,3576,600,17193,SW,3,2710
SSX,20L,NASHVILLE,TN,GS,18561,19556,19477,556,SO,2,2710
SSX,20L,NASHVILLE,TN,LOC,16111,16205,5902,53931,SO,2,2710
STC,31,ST CLOUD,MN,GS,126300,125124,170419,82180,GL,X,2710
STC,31,ST CLOUD,MN,LOC,5805,22537,50014,2264,GL,X,2710
STE,21,STEVENS POINT,WI,GS,10148,8913,9151,19608,GL,3,2710
STE,21,STEVENS POINT,WI,LOC,27850,37975,36658,1427,GL,3,2710
STF,36,STARKVILLE,MS,LOC,19149,18865,17626,10182,SO,1,2710
STJ,35,ST JOSEPH,MO,GS,6250,6598,5884,2406,CE,3,2710
STJ,35,ST JOSEPH,MO,LOC,3158,3703,2978,2017,CE,3,2710
STL,24,ST LOUIS,MO,GS,13385,13646,12849,4157,CE,2,2710
STL,24,ST LOUIS,MO,LOC,8871,8635,6081,15132,CE,2,2710
STS,32,SANTA ROSA,CA,GS,1238,1075,851,1949,WP,3,2710
STS,32,SANTA ROSA,CA,LOC,9952,10378,7112,17136,WP,3,2710
STX,10,ST CROIX,VI,GS,4152,3349,3633,15609,SO,3,2710
STX,10,ST CROIX,VI,LOC,6442,5760,4299,11720,SO,3,2710
SUS,08R,CHESTERFIELD,MO,GS,14873,14981,13438,11208,CE,3,2710
SUS,08R,CHESTERFIELD,MO,LOC,5984,6368,5216,6578,CE,3,2710
SUX,31,SIOUX CITY,IA,GS,5415,3956,7405,8815,CE,3,2710
SUX,31,SIOUX CITY,IA,LOC,3472,2060,1798,8512,CE,3,2710
SUZ,02,BENTON,AR,GS,9717,10460,9933,222,SW,3,2710
SUZ,02,BENTON,AR,LOC,23977,28826,23775,1274,SW,3,2710
SVC,26,SILVER CITY,NM,LOC,16842,18879,16770,11139,SW,3,2710
SVH,28,STATESVILLE,NC,GS,12551,12717,14318,18439,SO,X,2710
SVH,28,STATESVILLE,NC,LOC,20498,21984,28192,5400,SO,X,2710
SWE,31,WARROAD,MN,GS,43959,55270,62793,6292,GL,X,2710
SWE,31,WARROAD,MN,LOC,26308,34387,31312,6292,GL,X,2710
SWF,09,STEWART ARPT,NY,GS,13069,14765,14173,1376,EA,3,2710
SWF,09,STEWART ARPT,NY,LOC,7032,8256,8448,222,EA,3,2710
SWO,17,STILLWATER,OK,GS,3545,4171,5196,752,SW,3,2710
SWO,17,STILLWATER,OK,LOC,10484,10953,9211,6513,SW,3,2710
SXH,10C,CHICAGO,IL,GS,8095,7007,5184,14818,GL,1,2710
SXH,10C,CHICAGO,IL,LOC,8923,7438,7056,10273,GL,1,2710
SYD,03,CASPER,WY,GS,3836,4073,3594,1209,NM,3,2710
SYD,03,CASPER,WY,LOC,819,0,910,271,NM,3,2710
SYK,09,JUPITER,FL,GS,107496,-1,-1,107496,SO,X,2710
SYK,09,JUPITER,FL,LOC,107496,-1,-1,107496,SO,X,2710
SYQ,08,PHOENIX,AZ,GS,6123,5718,11758,14310,WP,1,2710
SYQ,08,PHOENIX,AZ,LOC,7476,5762,6822,3270,WP,1,2710
SYR,28,SYRACUSE,NY,GS,9320,7091,7716,8023,EA,3,2710
SYR,28,SYRACUSE,NY,LOC,20811,22037,21606,6941,EA,3,2710
SZI,16C,SEATTLE,WA,GS,22956,25754,23409,40263,NM,1,2710
SZI,16C,SEATTLE,WA,LOC,5838,6430,6488,723,NM,1,2710
SZK,06,ROANOKE,VA,GS,4575,6403,5459,2326,EA,3,2710
SZK,06,ROANOKE,VA,LOC,3854,5498,5984,5592,EA,3,2710
TBQ,33,ADDISON,TX,GS,2152,1904,2291,773,SW,3,2710
TBQ,33,ADDISON,TX,LOC,12008,12310,11786,2689,SW,3,2710
TCL,04,TUSCALOOSA,AL,GS,5822,4243,3579,12845,SO,3,2710
TCL,04,TUSCALOOSA,AL,LOC,18929,24845,29041,4734,SO,3,2710
TDF,06,ROXBORO,NC,GS,1055,0,1620,2885,SO,2,2710
TDF,06,ROXBORO,NC,LOC,1284,762,1062,1804,SO,2,2710
TEB,06,TETERBORO,NJ,GS,4675,4897,4991,3082,EA,2,2710
TEB,06,TETERBORO,NJ,LOC,5356,5910,4741,5167,EA,2,2710
TEX,09,TELLURIDE,CO,LOC,2078,2094,804,9583,NM,3,2710
TFE,18R,ORLANDO,FL,GS,3766,3450,1342,12149,SO,1,2710
TFE,18R,ORLANDO,FL,LOC,11817,13043,11115,19186,SO,1,2710
TFM,35R,OKLAHOMA CITY,OK,GS,5507,5047,4067,8090,SW,3,2710
TFM,35R,OKLAHOMA CITY,OK,LOC,6405,6602,5196,6414,SW,3,2710
TFR,26L,PUEBLO,CO,GS,12410,13019,12999,7301,NM,3,2710
TFR,26L,PUEBLO,CO,LOC,3196,1033,2552,3653,NM,3,2710
TGN,07L,ANCHORAGE,AK,GS,20040,22674,21270,8684,AL,2,2710
TGN,07L,ANCHORAGE,AK,LOC,22299,22539,6618,80730,AL,2,2710
THA,18,TULLAHOMA,TN,LOC,366024,-1,-1,366024,SO,X,2710
TIW,17,TACOMA,WA,GS,12244,12639,8489,22532,NM,3,2710
TIW,17,TACOMA,WA,LOC,4502,4928,4216,1437,NM,3,2710
TIX,36,TITUSVILLE,FL,GS,11109,11769,10110,11692,SO,3,2710
TIX,36,TITUSVILLE,FL,LOC,8666,8738,6547,11124,SO,3,2710
TJL,19,TETERBORO,NJ,GS,4515,4796,1387,15896,EA,2,2710
TJL,19,TETERBORO,NJ,LOC,1872,1300,1411,6699,EA,2,2710
TJY,18R,TULSA,OK,GS,14328,15586,15281,16661,SW,3,2710
TJY,18R,TULSA,OK,LOC,32392,34994,20748,67324,SW,3,2710
TJZ,17,MINNEAPOLIS,MN,LOC,34884,39160,33838,38021,GL,1,2710
TKD,22X,FLUSHING,NY,LOC,12462,13278,12175,6893,EA,1,2710
TLH,36,TALLAHASSEE,FL,GS,12755,13164,9018,40708,SO,3,2710
TLH,36,TALLAHASSEE,FL,LOC,10180,9490,6700,17549,SO,3,2710
TLK,13L,JAMAICA,NY,GS,22366,21961,11165,67845,EA,1,2710
TLK,13L,JAMAICA,NY,LOC,42347,42895,15234,123688,EA,1,2710
TMA,33,TIFTON,GA,GS,282024,-1,-1,282024,SO,X,2710
TMA,34,TIFTON,GA,LOC,69432,-1,-1,69432,SO,X,2710
TMB,09R,MIAMI,FL,GS,510,229,1446,637,SO,3,2710
TMB,09R,MIAMI,FL,LOC,1647,1632,1389,1638,SO,3,2710
TMN,10,ST THOMAS,VI,GS,1759,1372,1172,4084,SO,3,2710
TMN,10,ST THOMAS,VI,LOC,429,0,1459,1188,SO,3,2710
TNF,22,ZANESVILLE,OH,GS,6998,6010,6953,9372,GL,2,2710
TNF,22,ZANESVILLE,OH,LOC,27238,27882,27898,606,GL,2,2710
TNQ,03,MENOMINEE,MI,GS,9707,9984,5368,21750,GL,3,2710
TNQ,03,MENOMINEE,MI,LOC,4335,4442,3301,7353,GL,3,2710
TNT,09,MIAMI,FL,GS,12755,12316,9617,47149,SO,X,2710
TNT,09,MIAMI,FL,LOC,6200,6445,184,30299,SO,X,2710
TOA,29R,TORRANCE,CA,GS,2463,2835,2350,1125,WP,3,2710
TOA,29R,TORRANCE,CA,LOC,3388,2989,3583,6152,WP,3,2710
TOL,07,TOLEDO,OH,GS,8048,7335,4209,20524,GL,3,2710
TOL,07,TOLEDO,OH,LOC,6928,8051,8253,1373,GL,3,2710
TOP,13,TOPEKA,KS,GS,9446,7175,7349,37875,CE,3,2710
TOP,13,TOPEKA,KS,LOC,8351,8781,8227,20689,CE,3,2710
TPA,19L,TAMPA,FL,GS,4390,6705,6978,1377,SO,1,2710
TPA,19L,TAMPA,FL,LOC,10978,11981,10775,1230,SO,1,2710
TPL,15,TEMPLE,TX,GS,24935,28307,24101,16222,SW,2,2710
TPL,15,TEMPLE,TX,LOC,6294,5817,3099,16222,SW,2,2710
TPV,01,SAVANNAH,GA,GS,3480,3255,2635,4403,SO,3,2710
TPV,01,SAVANNAH,GA,LOC,5557,6155,5476,1757,SO,3,2710
TQR,23,FREELAND,MI,GS,5225,6118,6093,2100,GL,3,2710
TQR,23,FREELAND,MI,LOC,3171,3603,3021,2405,GL,3,2710
TQW,32,PITTSBURGH,PA,GS,3048,3168,3051,1275,EA,2,2710
TQW,32,PITTSBURGH,PA,LOC,8395,8481,7646,5882,EA,2,2710
TRI,23,TRI CITY,TN,GS,23939,24327,23746,22036,SO,3,2710
TRI,23,TRI CITY,TN,LOC,9717,11200,12871,1589,SO,3,2710
TSE,36C,MEMPHIS,TN,GS,6141,6980,6684,9179,SO,1,2710
TSE,36C,MEMPHIS,TN,LOC,7985,8449,7265,9174,SO,1,2710
TSL,28R,CHICAGO,IL,GS,11326,11127,9584,15600,GL,1,2710
TSL,28R,CHICAGO,IL,LOC,10659,11594,10036,7994,GL,1,2710
TTA,03,SANFORD,NC,GS,1162,1393,622,3155,SO,2,2710
TTA,03,SANFORD,NC,LOC,4143,5017,5191,3155,SO,2,2710
TTL,36,STUTTGART,AR,GS,10800,12665,11346,9608,SW,3,2710
TTL,36,STUTTGART,AR,LOC,12705,13505,15531,1229,SW,3,2710
TTN,06,TRENTON,NJ,GS,4152,4311,556,18228,EA,3,2710
TTN,06,TRENTON,NJ,LOC,10446,10459,5731,26145,EA,3,2710
TUC,34C,SEATTLE,WA,GS,24875,25439,23753,5638,NM,1,2710
TUC,34C,SEATTLE,WA,LOC,12692,14882,17251,1231,NM,1,2710
TUL,36R,TULSA,OK,GS,13373,15899,16782,4402,SW,3,2710
TUL,36R,TULSA,OK,LOC,12207,15670,15415,4402,SW,3,2710
TUN,27,FLINT,MI,GS,3358,3703,3938,2047,GL,3,2710
TUN,27,FLINT,MI,LOC,6871,9624,12718,579,GL,3,2710
TUP,36,TUPELO,MS,GS,5061,5465,4142,9990,SO,3,2710
TUP,36,TUPELO,MS,LOC,21345,21314,9245,63168,SO,3,2710
TUS,11L,TUCSON,AZ,GS,974,749,699,1393,WP,3,2710
TUS,11L,TUCSON,AZ,LOC,291,570,38,1272,WP,3,2710
TUT,05,SAMOA TAFUNA,AS,GS,2807,3030,2701,771,WP,3,2710
TUT,05,SAMOA TAFUNA,AS,LOC,3409,3309,2034,9459,WP,3,2710
TUU,30,HUNTINGTON,WV,GS,940,1105,714,1200,EA,3,2710
TUU,30,HUNTINGTON,WV,LOC,503,39,289,1200,EA,3,2710
TVC,28,TRAVERSE CITY,MI,GS,13478,16174,15666,7849,GL,3,2710
TVC,28,TRAVERSE CITY,MI,LOC,13613,14099,13324,2280,GL,3,2710
TVI,22,THOMASVILLE,GA,GS,128064,-1,-1,128064,SO,X,2710
TVI,22,THOMASVILLE,GA,LOC,53376,-1,-1,53376,SO,X,2710
TVL,18,SO LAKE TAHOE,CA,LOC,24669,25193,22738,12845,WP,X,2710
TVN,18L,HUNTSVILLE,AL,GS,8145,7619,8007,7806,SO,3,2710
TVN,18L,HUNTSVILLE,AL,LOC,15686,16122,10313,26985,SO,3,2710
TVR,36,MOUND,LA,GS,46152,-1,-1,46152,SO,X,2710
TVR,36,MOUND,LA,LOC,231072,-1,-1,231072,SO,X,2710
TVY,17,TOOELE,UT,GS,6064,7717,10329,16157,NM,1,2710
TVY,17,TOOELE,UT,LOC,22293,20310,17270,42387,NM,1,2710
TWF,26,TWIN FALLS,ID,GS,5379,2171,13209,7594,NM,3,2710
TWF,26,TWIN FALLS,ID,LOC,20677,19754,19764,23094,NM,3,2710
TWI,01L,WICHITA,KS,GS,9267,9628,6141,31491,CE,3,2710
TWI,01L,WICHITA,KS,LOC,6523,5845,2666,22729,CE,3,2710
TWJ,01R,TAMPA,FL,LOC,12084,19023,19514,5332,SO,1,2710
TWO,26L,ONTARIO,CA,GS,22483,21885,13080,52582,WP,3,2710
TWO,26L,ONTARIO,CA,LOC,5740,7049,8607,941,WP,3,2710
TXH,35,HOUSTON,TX,GS,312672,-1,-1,312672,SW,X,2710
TXH,35,HOUSTON,TX,LOC,330960,-1,-1,330960,SW,X,2710
TXK,22,TEXARKANA,AR,GS,9649,10627,14997,10635,SW,3,2710
TXK,22,TEXARKANA,AR,LOC,2276,2367,590,10994,SW,3,2710
TXN,02,BLOOMINGTON,IL,GS,5229,7784,5707,433,GL,3,2710
TXN,02,BLOOMINGTON,IL,LOC,11273,17103,19399,433,GL,3,2710
TXP,25,LAWRENCEVILLE,GA,GS,6424,6764,4102,11697,SO,3,2710
TXP,25,LAWRENCEVILLE,GA,LOC,2667,2618,781,13060,SO,3,2710
TYN,04R,LAFAYETTE,LA,GS,3844,5145,5265,967,SW,3,2710
TYN,04R,LAFAYETTE,LA,LOC,3860,4120,2570,8457,SW,3,2710
TYQ,36,INDIANAPOLIS,IN,GS,15888,-1,-1,15888,GL,X,2710
TYQ,36,INDIANAPOLIS,IN,LOC,121522,112444,150010,64545,GL,X,2710
TYR,04,TYLER,TX,GS,10617,10630,6550,21267,SW,3,2710
TYR,04,TYLER,TX,LOC,8512,8579,8851,253,SW,3,2710
TYS,05L,KNOXVILLE,TN,GS,15087,15359,4111,55574,SO,3,2710
TYS,05L,KNOXVILLE,TN,LOC,14779,14272,5772,48349,SO,3,2710
TZX,32,WINCHESTER,VA,GS,90777,65469,174352,7202,EA,X,2710
TZX,32,WINCHESTER,VA,LOC,294456,-1,-1,294456,EA,X,2710
UAO,17,AURORA,OR,LOC,5247,4937,4190,5311,NM,3,2710
UAT,16R,SALT LAKE CY,UT,GS,5420,5371,8188,10733,NM,1,2710
UAT,16R,SALT LAKE CY,UT,LOC,16251,14185,12085,22044,NM,1,2710
UBR,27,SAN DIEGO,CA,LOC,6182,5766,5797,5296,WP,1,2710
UCY,01,UNION CITY,TN,GS,5354,0,4158,7303,SO,3,2710
UCY,01,UNION CITY,TN,LOC,3330,3619,3248,1970,SO,3,2710
UDL,28R,FT LAUDERDALE,FL,GS,7488,7234,4150,16837,SO,1,2710
UDL,28R,FT LAUDERDALE,FL,LOC,7496,7298,4267,16293,SO,1,2710
UDY,07,ROCKFORD,IL,GS,5254,10070,11200,2120,GL,3,2710
UDY,07,ROCKFORD,IL,LOC,8768,7675,5020,19086,GL,3,2710
UEK,06,ELMIRA,NY,GS,10651,10110,10336,2475,EA,3,2710
UEK,06,ELMIRA,NY,LOC,9248,10207,9018,7972,EA,3,2710
UGN,23,WAUKEGAN,IL,GS,4986,7325,6240,2742,GL,3,2710
UGN,23,WAUKEGAN,IL,LOC,3529,3975,3456,5235,GL,3,2710
UGZ,23,GOLDSBORO,NC,GS,206880,-1,-1,206880,EA,X,2710
UGZ,23,GOLDSBORO,NC,LOC,141576,140619,184743,98409,EA,X,2710
UIN,04,QUINCY,IL,GS,9960,8321,5936,22134,GL,2,2710
UIN,04,QUINCY,IL,LOC,1658,613,1449,1112,GL,2,2710
UKF,01,N. WILKESBORO,NC,GS,102696,72550,198571,6821,SO,X,2710
UKF,01,N. WILKESBORO,NC,LOC,131619,125463,228767,34470,SO,X,2710
UKI,15,UKIAH,CA,LOC,3367,4493,3219,1191,WP,1,2710
ULJ,29,BEDFORD,MA,GS,4030,5065,4785,2745,NE,3,2710
ULJ,29,BEDFORD,MA,LOC,507,345,1493,752,NE,3,2710
UNI,25,ATHENS-ALBANY,OH,GS,100669,96123,168834,32503,GL,X,2710
UNI,25,ATHENS-ALBANY,OH,LOC,172791,166748,299633,45949,GL,X,2710
UNK,15,UNALAKLEET,AK,LOC,5159,4049,3112,12511,AL,3,2710
UNQ,34,WARWICK,RI,GS,4481,4790,2455,10208,NE,3,2710
UNQ,34,WARWICK,RI,LOC,8112,8631,5575,14844,NE,3,2710
UNV,24,STATE COLLEGE,PA,GS,6486,6357,4997,8094,EA,3,2710
UNV,24,STATE COLLEGE,PA,LOC,175,0,134,222,EA,3,2710
UPE,16L,FORT WORTH,TX,GS,8182,7910,7671,2887,SW,3,2710
UPE,16L,FORT WORTH,TX,LOC,2529,4592,4365,1833,SW,3,2710
UPU,31L,HOUSTON,TX,GS,7042,7792,6076,5429,SW,2,2710
UPU,31L,HOUSTON,TX,LOC,7030,9960,9281,1708,SW,2,2710
UQC,15L,BALTIMORE,MD,GS,6134,6503,4358,11398,EA,1,2710
UQC,15L,BALTIMORE,MD,LOC,4647,4860,3073,11398,EA,1,2710
UQU,02R,NASHVILLE,TN,GS,9112,7892,3611,32144,SO,2,2710
UQU,02R,NASHVILLE,TN,LOC,10889,10925,8782,17113,SO,2,2710
UQY,27,KANSAS CITY,MO,GS,4202,1695,4485,1206,CE,2,2710
UQY,27,KANSAS CITY,MO,LOC,3461,724,3370,4233,CE,2,2710
URD,22,FLUSHING,NY,GS,6812,6322,7282,1932,EA,1,2710
URD,22,FLUSHING,NY,LOC,17682,17754,17303,20306,EA,1,2710
URN,09,COVINGTON,KY,GS,5183,4636,5402,15749,SO,2,2710
URN,09,COVINGTON,KY,LOC,12431,11893,9573,17340,SO,2,2710
UTA,35,TUNICA,MS,GS,3750,3709,2833,4613,SO,1,2710
UTA,35,TUNICA,MS,LOC,5165,5565,4559,3103,SO,1,2710
UTJ,35,SALT LAKE CITY,UT,GS,19633,20804,18006,14692,NM,1,2710
UTJ,35,SALT LAKE CITY,UT,LOC,19681,20698,19275,10010,NM,1,2710
UUH,34L,SALT LAKE CITY,UT,GS,11940,9471,4666,39653,NM,1,2710
UUH,34L,SALT LAKE CITY,UT,LOC,15970,16145,5653,72423,NM,1,2710
UUR,18,CORINTH,MS,GS,9936,8037,6739,23618,SO,1,2710
UUR,18,CORINTH,MS,LOC,1394,631,688,4971,SO,1,2710
UVD,09,OXFORD,MS,LOC,16436,18205,16403,11380,SO,1,2710
UVM,30,MARTINSVILLE,VA,LOC,8195,6985,6063,18866,SO,X,2710
UWU,06L,LOS ANGELES,CA,GS,6557,6007,8126,1853,WP,1,2710
UWU,06L,LOS ANGELES,CA,LOC,4517,5049,4147,1853,WP,1,2710
UWX,35L,DAL-FT WORTH,TX,GS,11869,16302,22381,18724,SW,1,2710
UWX,35L,DAL-FT WORTH,TX,LOC,4260,4167,3691,2931,SW,1,2710
UXI,32,GULFPORT,MS,GS,14316,15986,13434,10805,SO,3,2710
UXI,32,GULFPORT,MS,LOC,14364,16047,14522,8047,SO,3,2710
UXL,15,SULPHUR,LA,LOC,86460,68723,164294,8625,SW,X,2710
UXT,34,FORT WORTH,TX,GS,4238,5722,6206,1565,SW,3,2710
UXT,34,FORT WORTH,TX,LOC,7158,7450,3570,18418,SW,3,2710
UXW,09R,SOUTH BEND,IN,GS,5276,5485,2458,14573,GL,3,2710
UXW,09R,SOUTH BEND,IN,LOC,1668,1901,1796,1088,GL,3,2710
UYJ,27C,CHICAGO,IL,GS,3047,1498,4310,1784,GL,1,2710
UYJ,27C,CHICAGO,IL,LOC,6096,-1,-1,6096,GL,1,2710
UYK,09,HAGERSTOWN,MD,GS,17366,17536,9344,41382,EA,3,2710
UYK,09,HAGERSTOWN,MD,LOC,8956,8799,4846,23600,EA,3,2710
UYO,09,HOUSTON,TX,GS,17227,18245,12852,25585,SW,1,2710
UYO,09,HOUSTON,TX,LOC,15014,13371,10808,35879,SW,1,2710
UZA,02,ROCK HILL,SC,GS,39845,33851,42844,27848,SO,X,2710
UZA,02,ROCK HILL,SC,LOC,14720,15469,12533,13636,SO,X,2710
UZK,23R,INDIANAPOLIS,IN,GS,11413,12473,9727,14786,GL,2,2710
UZK,23R,INDIANAPOLIS,IN,LOC,17120,15591,24161,10079,GL,2,2710
VAC,36L,COVINGTON,KY,GS,27494,27871,12263,76161,SO,2,2710
VAC,36L,COVINGTON,KY,LOC,11193,9159,8821,26982,SO,2,2710
VAZ,25,EAGLE,CO,LOC,7570,7950,2405,30029,NM,3,2710
VCT,13,VICTORIA,TX,GS,6851,7219,6017,5407,SW,3,2710
VCT,13,VICTORIA,TX,LOC,2734,3930,3915,1949,SW,3,2710
VCV,17,VICTORVILLE,CA,GS,2592,-1,-1,2592,WP,X,2710
VCV,17,VICTORVILLE,CA,LOC,71731,58334,96638,21918,WP,X,2710
VDF,23,TAMPA,FL,GS,5349,5431,4286,6224,SO,1,2710
VDF,23,TAMPA,FL,LOC,3791,4156,3782,222,SO,1,2710
VDG,10L,PORTLAND,OR,GS,4603,3071,2653,9812,NM,2,2710
VDG,10L,PORTLAND,OR,LOC,6946,6321,5203,14689,NM,2,2710
VDI,25,VIDALIA,GA,GS,138720,-1,-1,138720,SO,X,2710
VDI,25,VIDALIA,GA,LOC,88839,89877,8780,168897,SO,X,2710
VDZ,06,VALDEZ,AK,LOC,4564,3560,7894,4199,AL,3,2710
VGU,13,DES MOINES,IA,GS,25624,24771,32831,18416,CE,3,2710
VGU,13,DES MOINES,IA,LOC,14418,14855,14269,785,CE,3,2710
VII,09L,PHILADELPHIA,PA,GS,27501,29220,25480,19522,EA,1,2710
VII,09L,PHILADELPHIA,PA,LOC,4369,4137,4522,3359,EA,1,2710
VIN,26L,MIAMI,FL,GS,4442,5679,5702,2101,SO,1,2710
VIN,26L,MIAMI,FL,LOC,8114,8746,6530,11862,SO,1,2710
VIS,30,VISALIA,CA,GS,2708,2812,2078,4567,WP,3,2710
VIS,30,VISALIA,CA,LOC,4119,5482,5193,4999,WP,3,2710
VIY,20R,NASHVILLE,TN,GS,5237,5297,4509,7275,SO,2,2710
VIY,20R,NASHVILLE,TN,LOC,1717,1983,1896,1252,SO,2,2710
VJI,24,ABINGDON,VA,LOC,19813,33104,53791,8695,SO,X,2710
VJM,01R,CAMP SPRINGS,MD,GS,10479,10242,7462,20458,EA,1,2710
VJM,01R,CAMP SPRINGS,MD,LOC,11683,14406,14768,989,EA,1,2710
VKE,31,DEVILS LAKE,ND,GS,39159,44722,29495,77817,GL,2,2710
VKE,31,DEVILS LAKE,ND,LOC,4143,687,3235,9963,GL,2,2710
VKG,14,ST PAUL,MN,GS,1543,25,1092,2381,GL,3,2710
VKG,14,ST PAUL,MN,LOC,18180,18560,18149,220,GL,3,2710
VKQ,18L,CHARLOTTE,NC,GS,23289,24191,24205,2820,SO,1,2710
VKQ,18L,CHARLOTTE,NC,LOC,12437,12791,4726,38559,SO,1,2710
VLD,35,VALDOSTA,GA,GS,12324,10530,5482,34232,SO,3,2710
VLD,35,VALDOSTA,GA,LOC,3576,4630,5335,3898,SO,3,2710
VMH,31,MINERAL WELLS,TX,GS,6358,6448,4993,6849,SW,3,2710
VMH,31,MINERAL WELLS,TX,LOC,24319,24941,24072,3631,SW,3,2710
VMU,27,MENA,AR,GS,27493,31286,24682,16929,SW,3,2710
VMU,27,MENA,AR,LOC,7673,7773,4665,15867,SW,3,2710
VNK,18L,AUSTIN,TX,GS,17654,17077,18693,2429,SW,2,2710
VNK,18L,AUSTIN,TX,LOC,10784,10689,10685,1662,SW,2,2710
VNY,16R,VAN NUYS,CA,GS,4473,6113,6594,803,WP,3,2710
VNY,16R,VAN NUYS,CA,LOC,3617,3838,3441,917,WP,3,2710
VOE,33,BURLINGTON,VT,GS,5258,5024,3214,10231,NE,3,2710
VOE,33,BURLINGTON,VT,LOC,4108,3754,4552,2220,NE,3,2710
VPC,19,CARTERSVILLE,GA,LOC,254592,-1,-1,254592,SO,,2710
VPZ,27,VALPARAISO,IN,GS,11419,11480,11075,1726,GL,3,2710
VPZ,27,VALPARAISO,IN,LOC,2739,3263,3552,799,GL,3,2710
VQM,33,DETROIT,MI,GS,2176,1749,1968,1114,GL,3,2710
VQM,33,DETROIT,MI,LOC,7333,8272,8409,734,GL,3,2710
VQO,07,PROVINCETOWN,MA,GS,5505,6724,7531,532,NE,3,2710
VQO,07,PROVINCETOWN,MA,LOC,4512,3993,2704,11626,NE,3,2710
VQQ,36R,JACKSONVILLE,FL,GS,11540,12293,3519,27581,SO,3,2710
VQQ,36R,JACKSONVILLE,FL,LOC,5481,5926,5564,916,SO,3,2710
VQR,02,ALAMOSA,CO,GS,21155,24346,20328,5748,NM,X,2710
VQR,02,ALAMOSA,CO,LOC,3877,4578,3919,700,NM,X,2710
VQX,28L,CHICAGO,IL,GS,6803,4395,7343,15600,GL,1,2710
VQX,28L,CHICAGO,IL,LOC,17438,19847,18357,15600,GL,1,2710
VSF,05,SPRINGFIELD,VT,LOC,1285,438,2085,4067,NE,3,2710
VUJ,22L,ALBEMARLE,NC,GS,19452,11089,34224,30155,SO,X,2710
VUJ,22L,ALBEMARLE,NC,LOC,14268,10897,13772,2723,SO,X,2710
VUQ,24R,DAYTON,OH,GS,1534,0,4859,869,GL,3,2710
VUQ,24R,DAYTON,OH,LOC,16992,18108,17253,3147,GL,3,2710
VVM,25,GREENSBORO,GA,LOC,32904,-1,-1,32904,SO,X,2710
VVS,05,CONNELLSVILLE,PA,LOC,340464,-1,-1,340464,EA,X,2710
VWH,19,WASHINGTON,DC,LOC,6616,6815,1526,27785,EA,1,2710
VWT,35,FRONT RANGE,CO,GS,21892,27421,29426,466,NM,3,2710
VWT,35,FRONT RANGE,CO,LOC,21838,20790,2631,96199,NM,3,2710
